"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"887591772888715264","https://twitter.com/tzitzikostas/status/887591772888715264","Ευχαριστώ του συναδέλφους μου από όλη την Ευρώπη για την τιμή και την εμπιστοσύνη τους https://t.co/LbkLNhmfWX","2017-07-19 08:35 +0000","1259.0","71.0","0.056393963463065924","8.0","3.0","34.0","3.0","0.0","0.0","23.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"885821200840241153","https://twitter.com/tzitzikostas/status/885821200840241153","Η Περιφέρεια Κ.Μακεδονίας αποδεικνύει ότι υπάρχει η Ελλάδα της δημιουργίας, της επιχειρηματικότητας, η Ελλάδα που αγωνίζεται και πετυχαίνει https://t.co/iCYZ2T9hZc","2017-07-14 11:20 +0000","1244.0","65.0","0.0522508038585209","6.0","0.0","20.0","5.0","0.0","0.0","12.0","0.0","0","0","0","0","0","198","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"885781568941432833","https://twitter.com/tzitzikostas/status/885781568941432833","Παραλαμβάνοντας το Βραβείο της Επιχειρηματικής Περιφέρειας της Ευρώπης από τον πρόεδρο της @EU_CoR KH Lambertz στο Ευρωκοινοβούλιο #EERAward https://t.co/yTEBj0B5MC","2017-07-14 08:42 +0000","1844.0","73.0","0.039587852494577004","9.0","1.0","25.0","3.0","0.0","0.0","18.0","0.0","0","0","0","0","0","265","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"885548745160523777","https://twitter.com/tzitzikostas/status/885548745160523777","Επιχειρηματική Περιφέρεια της Ευρώπης αναδείχτηκε η Περιφέρεια Κεντρικής Μακεδονίας από την Ευρωπαϊκή Ένωση https://t.co/NCMQDNKsPp #EER2018 https://t.co/pyKAviMgbD","2017-07-13 17:17 +0000","1638.0","124.0","0.0757020757020757","11.0","0.0","34.0","4.0","7.0","0.0","30.0","0.0","0","0","0","0","0","38","38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"884438826382503969","https://twitter.com/tzitzikostas/status/884438826382503969","Διπλασιάσαμε τον προϋπολισμό για τη Βιώσιμη Αστική Ανάπτυξη, διαθέτουμε 105 εκατ. ευρώ για έργα υποδομών κ αναπλάσεωνhttps://t.co/5oNvBllvZS https://t.co/M4Y5hRdXiX","2017-07-10 15:47 +0000","1342.0","64.0","0.04769001490312966","6.0","1.0","32.0","3.0","6.0","0.0","8.0","0.0","0","0","0","0","0","8","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"883623912436793344","https://twitter.com/tzitzikostas/status/883623912436793344","Εύχομαι περαστικά στον Πρωθυπουργό @atsipras και γρήγορη επιστροφή στα καθήκοντά του","2017-07-08 09:48 +0000","847.0","19.0","0.02243211334120425","0.0","1.0","11.0","1.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"883283886209368065","https://twitter.com/tzitzikostas/status/883283886209368065","39,6 εκατομμύρια € από την Περιφέρεια Κ.Μακεδονίας για 2.000 νέους αγρότες με το πρόγραμμα Eγκατάστασης Nέων Γεωργών https://t.co/Z4eCCLXtE9 https://t.co/BEcIrjJzgQ","2017-07-07 11:17 +0000","1433.0","65.0","0.045359385903698535","6.0","1.0","27.0","4.0","10.0","0.0","16.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"882576547525341188","https://twitter.com/tzitzikostas/status/882576547525341188","1 εκατομμύριο ευρώ από το ΕΣΠΑ της Περιφέρειας Κεντρικής Μακεδονίας για την αναβάθμιση των ψηφιακών υποδομών του ΑΠΘ https://t.co/diuDtJrg2F https://t.co/wU3IwDSqvx","2017-07-05 12:27 +0000","1449.0","61.0","0.04209799861973775","6.0","0.0","22.0","6.0","5.0","0.0","13.0","0.0","0","0","0","0","0","9","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"881587455715139585","https://twitter.com/tzitzikostas/status/881587455715139585","Έφυγε ένας σπάνιος άνθρωπος. Πρωτοπόρος, πατριώτης, πετυχημένος, χαμηλών τόνων, ο Μίνως Κυριακού άνοιγε πάντα δρόμους. Καλό ταξίδι Πρόεδρε.. https://t.co/o05rljnGpd","2017-07-02 18:56 +0000","1715.0","65.0","0.037900874635568516","4.0","0.0","24.0","3.0","2.0","0.0","17.0","0.0","0","0","0","0","0","15","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"881489394393329664","https://twitter.com/tzitzikostas/status/881489394393329664","Το είδαμε κι αυτό στην Ελλάδα... https://t.co/w818D7KvPF","2017-07-02 12:27 +0000","1974.0","168.0","0.0851063829787234","2.0","2.0","34.0","10.0","5.0","0.0","24.0","0.0","0","0","0","0","0","91","91","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
